,location,BHK,total_sqft,bath,balcony,price
4061,Kammasandra,1,610.0,1.0,1.0,18.5
4062,Kanakapura,3,1419.0,3.0,3.0,75.0
4063,Kanakapura,1,711.0,1.0,1.0,36.0
4064,Kanakapura,1,711.0,1.0,1.0,38.0
4065,Kanakapura,2,929.0,2.0,1.0,46.0
4066,Kanakapura,1,551.0,1.0,1.0,30.0
4067,Kanakapura,2,1020.0,2.0,1.0,42.83
4068,Kanakapura,3,1699.0,3.0,3.0,97.0
4069,Kanakapura,2,1130.0,2.0,1.0,45.2
4070,Kanakapura,3,1476.0,3.0,1.0,75.0
4071,Kanakapura,2,1295.0,2.0,2.0,64.0
4072,Kanakapura,2,1160.0,2.0,1.0,46.39
4073,Kanakapura,2,1277.0,2.0,2.0,55.0
4074,Kanakapura,2,1151.0,2.0,1.0,59.0
4075,Kanakapura,2,945.0,2.0,1.0,47.0
4076,Kanakapura,3,1254.0,2.0,2.0,70.0
4077,Kanakapura,3,2200.0,3.0,1.0,121.0
4078,Kanakapura,2,1340.0,2.0,2.0,65.0
4080,Kanakapura,3,1450.0,3.0,1.0,75.0
4081,Kanakapura,2,1130.0,2.0,1.0,45.2
4082,Kanakapura,2,1283.0,2.0,2.0,68.0
4083,Kanakapura,4,2130.0,4.0,0.0,120.0
4085,Kanakapura,1,938.0,1.0,1.0,50.0
4086,Kanakapura,1,825.0,1.0,0.0,35.475
4087,Kanakapura,3,1489.0,2.0,1.0,70.0
4088,Kanakapura,3,1477.0,2.0,1.0,69.5
4089,Kanakpura Road,2,700.0,2.0,1.0,36.0
4090,Kanakpura Road,3,1665.0,3.0,2.0,88.0
4091,Kanakpura Road,2,950.0,2.0,1.0,57.0
4092,Kanakpura Road,4,2250.0,4.0,1.0,110.0
4094,Kanakpura Road,1,525.0,1.0,1.0,26.0
4096,Kanakpura Road,1,525.0,2.0,1.0,21.53
4099,Kanakpura Road,1,525.0,1.0,1.0,27.25
4100,Kanakpura Road,3,1100.0,2.0,1.0,58.0
4101,Kanakpura Road,1,525.0,1.0,1.0,30.0
4103,Kanakpura Road,2,1339.0,2.0,3.0,75.0
4104,Kanakpura Road,3,1100.0,3.0,2.0,58.0
4105,Kanakpura Road,1,525.0,1.0,1.0,26.0
4107,Kanakpura Road,3,1843.0,3.0,2.0,95.84
4108,Kanakpura Road,2,1290.0,2.0,3.0,74.0
4110,Kanakpura Road,3,1665.0,3.0,2.0,86.58
4111,Kanakpura Road,3,1542.0,2.0,3.0,85.0
4112,Kanakpura Road,3,1300.0,2.0,3.0,69.0
4113,Kanakpura Road,2,900.0,2.0,1.0,46.0
4116,Kanakpura Road,2,900.0,2.0,1.0,46.0
4117,Kanakpura Road,2,900.0,2.0,1.0,46.0
4118,Kanakpura Road,2,1495.0,2.0,2.0,90.0
4121,Kanakpura Road,3,1560.0,3.0,2.0,92.0
4122,Kanakpura Road,2,1135.0,2.0,2.0,58.0
4123,Kanakpura Road,4,3500.0,6.0,2.0,225.0
4124,Kanakpura Road,3,1420.0,2.0,2.0,75.0
4126,Kanakpura Road,1,825.0,1.0,0.0,36.29
4127,Kanakpura Road,2,983.0,2.0,1.0,50.6
4132,Kanakpura Road,3,1843.0,3.0,2.0,95.84
4133,Kanakpura Road,3,1500.0,3.0,2.0,97.0
4136,Kanakpura Road,2,1366.0,3.0,1.0,76.85
4137,Kanakpura Road,1,525.0,1.0,1.0,25.0
4139,Kanakpura Road,3,2265.0,3.0,2.0,136.0
4145,Kanakpura Road,3,2200.0,3.0,2.0,130.0
4146,Kanakpura Road,1,525.0,1.0,1.0,30.0
4148,Kanakpura Road,2,1051.0,2.0,2.0,56.74
4149,Kanakpura Road,1,525.0,1.0,1.0,30.0
4154,Kanakpura Road,3,1300.0,3.0,2.0,69.0
4155,Kanakpura Road,2,700.0,2.0,1.0,40.0
4156,Kanakpura Road,1,458.0,1.0,0.0,19.695
4157,Kanakpura Road,3,1700.0,3.0,3.0,88.0
4160,Kanakpura Road,4,2775.0,3.0,1.0,165.0
4161,Kanakpura Road,3,1900.0,3.0,1.0,99.0
4162,Kanakpura Road,2,1290.0,2.0,3.0,80.0
4168,Kanakpura Road,3,1868.0,3.0,2.0,113.0
4170,Kanakpura Road,2,1366.0,2.0,1.0,83.0
4171,Kanakpura Road,2,700.0,2.0,1.0,40.0
4173,Kanakpura Road,2,1339.0,2.0,2.0,71.5
4175,Kanakpura Road,1,670.0,1.0,1.0,35.0
4182,Kanakpura Road,1,525.0,1.0,1.0,30.0
4185,Kanakpura Road,3,1498.0,3.0,2.0,95.0
4186,Kanakpura Road,1,525.0,2.0,2.0,27.0
4187,Kanakpura Road,3,1665.0,3.0,2.0,86.91
4188,Kanakpura Road,3,1665.0,3.0,2.0,86.58
4189,Kanakpura Road,1,712.0,1.0,1.0,38.44
4193,Kanakpura Road,3,1507.0,2.0,3.0,95.0
4197,Kanakpura Road,2,1339.0,2.0,2.0,85.0
4198,Kanakpura Road,1,525.0,1.0,1.0,27.0
4199,Kanakpura Road,1,525.0,1.0,1.0,27.5
4201,Kanakpura Road,1,525.0,1.0,1.0,26.25
4203,Kanakpura Road,1,525.0,1.0,1.0,26.0
4204,Kanakpura Road,3,1050.0,2.0,1.0,59.0
4205,Kanakpura Road,3,1600.0,3.0,3.0,90.0
4206,Kanakpura Road,1,525.0,2.0,3.0,29.25
4208,Kanakpura Road,2,800.0,2.0,3.0,41.145
4211,Kanakpura Road,3,1100.0,3.0,2.0,56.57
4214,Kanakpura Road,3,1843.0,3.0,2.0,96.2
4218,Kanakpura Road,2,1240.0,2.0,2.0,65.0
4223,Kanakpura Road,2,700.0,2.0,1.0,41.0
4227,Kanakpura Road,2,700.0,1.0,1.0,41.0
4229,Kanakpura Road,3,1100.0,3.0,1.0,58.0
4230,Kanakpura Road,2,1140.0,2.0,1.0,65.0
4232,Kanakpura Road,2,700.0,2.0,1.0,40.0
4235,Kanakpura Road,1,525.0,1.0,1.0,26.01
4240,Kanakpura Road,2,1322.0,2.0,3.0,70.0
4241,Kanakpura Road,2,1698.0,2.0,1.0,105.0
4242,Kanakpura Road,3,1300.0,3.0,2.0,69.0
4243,Kanakpura Road,3,1300.0,3.0,1.0,69.0
4245,Kanakpura Road,2,1167.0,2.0,1.0,63.0
4248,Kanakpura Road,3,1300.0,3.0,1.0,69.0
4254,Kanakpura Road,2,1430.0,2.0,2.0,78.0
4255,Kanakpura Road,2,700.0,2.0,1.0,36.0
4258,Kanakpura Road,1,525.0,2.0,1.0,27.0
4260,Kanakpura Road,3,1100.0,3.0,2.0,58.0
4265,Kanakpura Road,3,1300.0,2.0,3.0,69.0
4266,Kanakpura Road,3,2000.0,3.0,3.0,105.0
4267,Kanakpura Road,2,1200.0,2.0,0.0,62.0
4269,Kanakpura Road,3,1843.0,3.0,2.0,95.0
4272,Kanakpura Road,2,900.0,2.0,1.0,46.29
4273,Kanakpura Road,1,850.0,1.0,1.0,37.32
4275,Kanakpura Road,1,525.0,1.0,1.0,30.0
4276,Kanakpura Road,3,1938.0,3.0,3.0,105.0
4277,Kanakpura Road,3,1843.0,3.0,2.0,96.2
4278,Kanakpura Road,1,525.0,1.0,1.0,26.0
4282,Kanakpura Road,2,700.0,2.0,2.0,36.0
4283,Kanakpura Road,3,1622.0,3.0,2.0,95.0
4288,Kannamangala,2,957.0,2.0,1.0,58.0
4289,Kannamangala,2,957.0,2.0,1.0,56.0
4290,Kannamangala,4,3000.0,4.0,0.0,200.0
4291,Kannamangala,3,1536.0,3.0,1.0,89.0
4292,Kannamangala,4,2400.0,4.0,1.0,130.0
4293,Kannamangala,3,1574.0,3.0,1.0,93.34
4294,Kannamangala,2,957.0,2.0,0.0,52.5
4295,Kannamangala,3,1536.0,3.0,1.0,104.0
4296,Kannamangala,2,957.0,2.0,2.0,54.5
4297,Kannamangala,4,2422.0,4.0,3.0,135.0
4298,Kannamangala,2,957.0,2.0,1.0,55.0
4299,Kannamangala,2,957.0,2.0,2.0,56.0
4300,Karuna Nagar,3,2500.0,3.0,2.0,180.0
4301,Karuna Nagar,3,2500.0,3.0,2.0,190.0
4302,Karuna Nagar,3,1962.0,3.0,2.0,175.0
4303,Karuna Nagar,2,1057.0,2.0,1.0,65.0
4304,Karuna Nagar,3,1354.0,2.0,1.0,98.0
4305,Karuna Nagar,3,1945.0,3.0,3.0,115.0
4306,Karuna Nagar,3,1960.0,3.0,2.0,165.0
4307,Kasavanhalli,2,1060.0,2.0,2.0,58.06
4308,Kasavanhalli,3,1717.0,3.0,3.0,99.0
4310,Kasavanhalli,4,3260.0,4.0,1.0,240.0
4311,Kasavanhalli,2,1349.0,2.0,2.0,78.0
4312,Kasavanhalli,2,1121.0,2.0,2.0,78.0
4313,Kasavanhalli,2,1100.0,2.0,1.0,50.0
4315,Kasavanhalli,2,1200.0,2.0,1.0,78.0
4318,Kasavanhalli,3,1476.0,3.0,0.0,89.0
4320,Kasavanhalli,2,1200.0,2.0,2.0,50.0
4321,Kasavanhalli,3,1719.0,3.0,2.0,116.0
4322,Kasavanhalli,2,1115.0,2.0,2.0,50.0
4323,Kasavanhalli,2,1125.0,2.0,1.0,61.2
4324,Kasavanhalli,3,2170.0,3.0,2.0,151.0
4327,Kasavanhalli,3,1476.0,3.0,1.0,95.0
4328,Kasavanhalli,2,1200.0,2.0,1.0,50.3
4330,Kasavanhalli,3,1787.0,3.0,2.0,123.0
4331,Kasavanhalli,2,1090.0,2.0,2.0,59.8
4332,Kasavanhalli,3,1691.0,3.0,2.0,104.0
4333,Kasavanhalli,4,4260.0,4.0,3.0,272.0
4334,Kasavanhalli,3,2111.0,4.0,3.0,120.0
4336,Kasavanhalli,2,950.0,2.0,1.0,39.0
4337,Kasavanhalli,2,1105.0,2.0,2.0,42.0
4342,Kasavanhalli,1,770.0,1.0,1.0,43.82
4343,Kasavanhalli,2,1147.0,2.0,1.0,60.0
4344,Kasavanhalli,2,1375.0,2.0,2.0,72.0
4346,Kasavanhalli,2,1200.0,2.0,2.0,60.0
4347,Kasavanhalli,4,4260.0,4.0,2.0,333.0
4348,Kasavanhalli,2,1495.0,2.0,2.0,83.0
4349,Kasavanhalli,2,5000.0,2.0,2.0,400.0
4350,Kasavanhalli,4,4000.0,4.0,2.0,325.0
4351,Kasavanhalli,3,1225.0,2.0,1.0,69.0
4352,Kasavanhalli,3,1917.0,3.0,2.0,132.0
4353,Kasavanhalli,2,1375.0,2.0,1.0,78.0
4354,Kasavanhalli,4,4408.0,4.0,2.0,344.0
4355,Kasavanhalli,2,1309.0,2.0,2.0,95.0
4356,Kasavanhalli,3,1476.0,3.0,0.0,105.0
4357,Kasavanhalli,2,1158.0,2.0,2.0,67.0
4358,Kasavanhalli,2,1214.0,2.0,3.0,67.0
4359,Kasavanhalli,3,2110.0,4.0,3.0,120.0
4360,Kasavanhalli,2,1495.0,2.0,2.0,110.0
4361,Kasavanhalli,2,1575.0,2.0,3.0,85.0
4362,Kasavanhalli,2,1069.0,2.0,2.0,55.0
4363,Kasavanhalli,2,1100.0,2.0,1.0,68.0
4364,Kasavanhalli,3,1715.0,3.0,3.0,112.0
4365,Kasavanhalli,2,1100.0,2.0,1.0,65.0
4366,Kasavanhalli,2,1230.0,2.0,2.0,66.25
4367,Kasavanhalli,3,1819.0,3.0,1.0,150.0
4368,Kasavanhalli,2,1189.0,2.0,1.0,45.0
4371,Kasavanhalli,2,1585.0,2.0,2.0,90.0
4372,Kasavanhalli,2,1245.0,2.0,2.0,80.0
4373,Kasavanhalli,3,2035.0,3.0,2.0,142.0
4374,Kasavanhalli,3,1747.0,3.0,1.0,110.0
4375,Kasavanhalli,2,1377.0,2.0,2.0,80.0
4376,Kasavanhalli,2,1181.0,2.0,1.0,61.0
4377,Kasavanhalli,2,1121.0,2.0,2.0,75.0
4378,Kasturi Nagar,3,1925.0,3.0,2.0,125.0
4379,Kasturi Nagar,2,1567.0,2.0,2.0,92.0
4382,Kasturi Nagar,2,1080.0,2.0,2.0,80.0
4383,Kasturi Nagar,2,1101.0,2.0,2.0,65.0
4385,Kasturi Nagar,4,1896.0,3.0,1.0,125.0
4386,Kasturi Nagar,2,1100.0,2.0,2.0,58.0
4387,Kasturi Nagar,3,1570.0,3.0,2.0,110.0
4388,Kasturi Nagar,2,1000.0,2.0,0.0,58.0
4389,Kasturi Nagar,2,1101.0,2.0,2.0,66.0
4390,Kasturi Nagar,4,2507.0,4.0,2.0,155.0
4391,Kathriguppe,3,1400.0,2.0,2.0,77.0
4392,Kathriguppe,3,1250.0,2.0,1.0,68.75
4393,Kathriguppe,3,1245.0,2.0,2.0,68.48
4394,Kathriguppe,3,1350.0,2.0,1.0,87.01
4395,Kathriguppe,3,1350.0,2.0,2.0,80.99
4396,Kathriguppe,3,1365.0,2.0,2.0,75.08
4397,Kathriguppe,3,1300.0,3.0,2.0,77.99
4398,Kathriguppe,3,1350.0,2.0,1.0,80.99
4399,Kathriguppe,3,1390.0,2.0,2.0,76.45
4400,Kathriguppe,3,1350.0,3.0,3.0,78.3
4401,Kathriguppe,3,1250.0,2.0,2.0,68.75
4402,Kathriguppe,3,1300.0,3.0,2.0,77.99
4403,Kathriguppe,3,1335.0,2.0,3.0,73.43
4404,Kathriguppe,3,1300.0,3.0,2.0,77.99
4405,Kathriguppe,3,1300.0,3.0,3.0,77.99
4406,Kathriguppe,3,1335.0,2.0,2.0,73.43
4407,Kathriguppe,3,1350.0,3.0,2.0,80.99
4408,Kathriguppe,2,1250.0,2.0,1.0,68.75
4409,Kathriguppe,3,1350.0,3.0,2.0,80.99
4410,Kaval Byrasandra,2,1200.0,2.0,2.0,52.0
4411,Kaval Byrasandra,2,1020.0,2.0,1.0,52.0
4412,Kaval Byrasandra,2,1200.0,2.0,1.0,49.5
4413,Kaval Byrasandra,2,945.0,2.0,2.0,50.0
4414,Kaval Byrasandra,2,1060.0,2.0,2.0,45.0
4415,Kaval Byrasandra,2,1100.0,2.0,1.0,46.0
4416,Kaval Byrasandra,2,1185.0,2.0,1.0,49.0
4417,Kaval Byrasandra,2,997.0,2.0,3.0,53.0
4418,Kaval Byrasandra,2,1060.0,2.0,2.0,42.0
4419,Kaval Byrasandra,1,480.0,1.0,1.0,25.0
4420,Kaval Byrasandra,2,1125.0,2.0,1.0,41.5
4421,Kaval Byrasandra,2,1180.0,2.0,2.0,60.0
4422,Kaval Byrasandra,3,1450.0,3.0,2.0,75.0
4423,Kaval Byrasandra,2,1066.0,2.0,3.0,55.0
4424,Kaval Byrasandra,2,1025.0,2.0,1.0,60.0
4425,Kaval Byrasandra,3,1400.0,3.0,2.0,75.0
4426,Kenchenahalli,2,1015.0,2.0,2.0,58.0
4427,Kenchenahalli,1,715.0,1.0,1.0,45.0
4428,Kenchenahalli,2,1150.0,2.0,2.0,58.0
4429,Kenchenahalli,3,1280.0,2.0,2.0,69.0
4431,Kenchenahalli,2,870.0,1.0,1.0,45.0
4432,Kenchenahalli,2,1150.0,2.0,2.0,60.0
4433,Kenchenahalli,1,700.0,1.0,1.0,35.0
4434,Kenchenahalli,2,1060.0,2.0,2.0,52.0
4435,Kenchenahalli,2,1150.0,2.0,2.0,57.0
4436,Kenchenahalli,3,1720.0,3.0,2.0,100.0
4437,Kenchenahalli,2,1015.0,2.0,2.0,60.0
4439,Kengeri,2,750.0,2.0,1.0,38.0
4441,Kengeri,1,340.0,1.0,1.0,10.0
4442,Kengeri,2,1197.0,2.0,2.0,50.0
4443,Kengeri,2,1200.0,2.0,0.0,58.0
4445,Kengeri,2,726.0,2.0,1.0,31.0
4447,Kengeri,2,1025.0,2.0,2.0,57.0
4450,Kengeri,3,1082.0,2.0,1.0,49.0
4453,Kengeri,2,750.0,2.0,1.0,36.0
4454,Kengeri,2,963.0,2.0,2.0,40.0
4455,Kengeri,2,927.0,2.0,2.0,37.0
4456,Kengeri,2,726.0,2.0,1.0,35.0
4458,Kengeri,1,416.0,1.0,1.0,19.5
4459,Kengeri,2,900.0,2.0,2.0,45.0
4462,Kengeri,1,502.0,1.0,1.0,25.0
4464,Kengeri,3,1200.0,3.0,1.0,67.0
4465,Kengeri,2,725.0,2.0,1.0,30.0
4466,Kengeri,1,500.0,1.0,1.0,17.0
4467,Kengeri,1,540.0,1.0,1.0,22.5
4468,Kengeri,2,750.0,2.0,1.0,35.5
4469,Kengeri,3,1741.0,3.0,2.0,80.0
4471,Kengeri,2,1200.0,2.0,0.0,58.0
4474,Kengeri,2,750.0,2.0,1.0,36.5
4476,Kengeri,1,416.0,1.0,1.0,18.0
4478,Kengeri,2,883.0,2.0,0.0,49.0
4479,Kengeri,2,1052.0,2.0,2.0,51.0
4481,Kengeri,2,1220.0,2.0,2.0,63.0
4482,Kengeri,1,1150.0,1.0,0.0,52.0
4483,Kengeri,2,1192.0,2.0,2.0,53.5
4485,Kengeri,2,750.0,2.0,1.0,40.0
4486,Kengeri,2,1035.0,2.0,1.0,51.5
4487,Kengeri,8,3000.0,5.0,1.0,130.0
4488,Kengeri,1,410.0,1.0,1.0,15.0
4489,Kengeri,1,416.0,1.0,1.0,17.19
4492,Kengeri,5,2500.0,4.0,3.0,100.0
4493,Kengeri,1,550.0,1.0,1.0,16.75
4494,Kengeri Satellite Town,2,890.0,2.0,1.0,35.0
4495,Kengeri Satellite Town,2,883.0,2.0,1.0,45.0
4496,Kengeri Satellite Town,3,1415.0,2.0,3.0,66.0
4497,Kengeri Satellite Town,1,930.0,1.0,1.0,30.0
4498,Kengeri Satellite Town,3,1635.0,2.0,1.0,78.0
4499,Kengeri Satellite Town,2,1050.0,2.0,2.0,43.0
4500,Kengeri Satellite Town,2,1007.0,2.0,3.0,42.0
4501,Kengeri Satellite Town,2,635.0,1.0,1.0,22.0
4502,Kengeri Satellite Town,2,818.0,2.0,1.0,26.0
4503,Kengeri Satellite Town,2,1030.0,2.0,2.0,50.0
4504,Kengeri Satellite Town,2,1200.0,2.0,1.0,65.0
4505,Kengeri Satellite Town,2,795.0,2.0,2.0,32.0
4506,Kengeri Satellite Town,2,1302.5,2.0,0.0,44.285
4507,Kengeri Satellite Town,2,800.0,2.0,1.0,40.0
4508,Kengeri Satellite Town,1,654.0,1.0,1.0,22.0
4509,Kengeri Satellite Town,2,1060.0,2.0,3.0,42.0
4510,Kengeri Satellite Town,2,750.0,2.0,1.0,33.0
4511,Kengeri Satellite Town,2,920.0,2.0,3.0,39.0
4512,Kengeri Satellite Town,2,985.0,2.0,2.0,42.0
4513,Kengeri Satellite Town,1,410.0,1.0,1.0,15.0
4514,Kengeri Satellite Town,2,1120.0,2.0,2.0,49.0
4516,Kengeri Satellite Town,2,1110.0,2.0,1.0,43.0
4517,Kengeri Satellite Town,2,1170.0,2.0,3.0,50.0
4518,Kengeri Satellite Town,2,1025.0,2.0,1.0,28.57
4520,Kengeri Satellite Town,2,800.0,2.0,1.0,32.0
4521,Kereguddadahalli,2,950.0,2.0,1.0,32.0
4522,Kereguddadahalli,3,1400.0,2.0,2.0,48.0
4523,Kereguddadahalli,2,800.0,2.0,2.0,28.0
4524,Kereguddadahalli,2,904.0,2.0,1.0,30.0
4526,Kereguddadahalli,2,1000.0,2.0,2.0,30.0
4527,Kereguddadahalli,3,1240.0,3.0,2.0,41.0
4528,Kereguddadahalli,1,600.0,1.0,1.0,19.5
4529,Kereguddadahalli,2,1080.0,2.0,2.0,32.0
4530,Kereguddadahalli,2,1000.0,2.0,1.0,34.0
4533,Kereguddadahalli,2,1015.0,2.0,1.0,35.0
4534,Kodichikkanahalli,3,1190.0,2.0,2.0,57.0
4535,Kodichikkanahalli,2,995.0,2.0,1.0,41.0
4536,Kodichikkanahalli,5,2700.0,7.0,2.0,125.0
4537,Kodichikkanahalli,3,1495.0,2.0,2.0,75.0
4538,Kodichikkanahalli,2,1125.0,2.0,1.0,52.0
4539,Kodichikkanahalli,2,1150.0,2.0,3.0,48.0
4540,Kodichikkanahalli,2,1070.0,2.0,3.0,43.0
4541,Kodichikkanahalli,3,1620.0,2.0,2.0,85.0
4543,Kodichikkanahalli,2,1026.0,2.0,1.0,45.0
4544,Kodichikkanahalli,5,2500.0,7.0,0.0,125.0
4545,Kodichikkanahalli,1,450.0,1.0,1.0,18.0
4546,Kodichikkanahalli,2,907.0,2.0,2.0,38.5
4547,Kodichikkanahalli,2,1181.0,2.0,2.0,57.0
4548,Kodichikkanahalli,2,900.0,2.0,1.0,42.0
4550,Kodichikkanahalli,3,1400.0,3.0,3.0,66.0
4551,Kodichikkanahalli,2,976.0,2.0,1.0,50.0
4552,Kodichikkanahalli,5,2700.0,4.0,2.0,125.0
4553,Kodichikkanahalli,2,1299.0,2.0,3.0,58.0
4554,Kodigehaali,2,1166.0,2.0,2.0,55.0
4555,Kodigehaali,3,1320.0,3.0,0.0,65.0
4556,Kodigehaali,2,1117.0,2.0,2.0,56.0
4557,Kodigehaali,2,1200.0,2.0,1.0,55.0
4558,Kodigehaali,2,1200.0,2.0,2.0,60.0
4559,Kodigehaali,3,2120.0,3.0,2.0,177.0
4560,Kodigehaali,2,1013.0,2.0,1.0,51.0
4561,Kodigehaali,3,1324.0,3.0,2.0,65.0
4562,Kodigehaali,2,965.0,2.0,1.0,38.0
4563,Kodigehaali,2,866.0,2.0,2.0,32.0
4564,Kodigehaali,3,1442.0,3.0,2.0,80.0
4565,Kodigehalli,2,1270.0,2.0,1.0,98.0
4566,Kodigehalli,2,1200.0,2.0,2.0,48.0
4567,Kodigehalli,1,655.0,1.0,1.0,53.0
4568,Kodigehalli,3,1820.0,3.0,2.0,150.0
4569,Kodigehalli,2,635.0,1.0,1.0,28.0
4570,Kodigehalli,3,1200.0,4.0,1.0,156.0
4571,Kodihalli,4,3252.0,5.0,3.0,335.0
4572,Kodihalli,3,2700.0,4.0,1.0,270.0
4573,Kodihalli,3,2392.0,4.0,2.0,260.0
4574,Kodihalli,3,2408.0,4.0,2.0,260.0
4575,Kodihalli,3,2500.0,4.0,1.0,260.0
4576,Kodihalli,3,1620.0,3.0,2.0,130.0
4577,Kodihalli,4,3260.0,5.0,3.0,388.0
4578,Kodihalli,4,3197.0,5.0,2.0,335.0
4579,Kodihalli,2,1490.0,2.0,1.0,150.0
4580,Kogilu,3,1909.0,3.0,2.0,88.0
4582,Kogilu,2,1170.0,2.0,1.0,51.99
4583,Kogilu,2,650.0,2.0,0.0,28.0
4584,Kogilu,2,1140.0,2.0,1.0,50.66
4585,Kogilu,2,1200.0,2.0,1.0,53.33
4586,Kogilu,3,1934.0,3.0,2.0,150.0
4587,Kogilu,1,540.0,1.0,0.0,36.0
4588,Kogilu,3,1559.0,3.0,2.0,127.0
4589,Kogilu,2,1190.0,2.0,2.0,50.66
4590,Kogilu,2,1140.0,2.0,2.0,50.66
4591,Kogilu,3,1559.0,3.0,2.0,120.0
4592,Kogilu,1,700.0,1.0,1.0,30.84
4593,Kogilu,2,1250.0,2.0,1.0,55.55
4594,Kogilu,2,1200.0,2.0,1.0,53.33
4595,Kogilu,2,952.0,2.0,2.0,49.0
4596,Kogilu,1,700.0,1.0,1.0,30.84
4597,Kogilu,2,1250.0,2.0,1.0,55.55
4598,Kogilu,7,2456.0,7.0,2.0,85.0
4599,Kogilu,2,1140.0,2.0,2.0,50.66
4600,Kogilu,2,1140.0,2.0,2.0,50.66
4601,Konanakunte,3,2791.0,3.0,1.0,223.0
4602,Konanakunte,2,884.0,1.0,0.0,58.0
4603,Konanakunte,4,1200.0,4.0,0.0,125.0
4604,Konanakunte,4,1200.0,2.0,1.0,130.0
4605,Konanakunte,3,2400.0,2.0,3.0,180.0
4606,Konanakunte,4,3746.0,6.0,1.0,375.0
4607,Konanakunte,3,1423.0,2.0,2.0,85.0
4608,Koramangala,2,1320.0,2.0,1.0,165.0
4609,Koramangala,2,1253.0,2.0,1.0,102.0
4610,Koramangala,3,1580.0,3.0,2.0,160.0
4612,Koramangala,4,3500.0,5.0,2.0,425.0
4613,Koramangala,2,1005.0,1.0,1.0,110.0
4614,Koramangala,3,2292.0,4.0,1.0,275.0
4616,Koramangala,2,1290.0,2.0,3.0,100.0
4617,Koramangala,2,1300.0,2.0,3.0,110.0
4619,Koramangala,2,1325.0,2.0,2.0,119.0
4620,Koramangala,2,1140.0,2.0,1.0,75.2
4621,Koramangala,2,1260.0,2.0,3.0,100.0
4622,Koramangala,3,1975.0,3.0,3.0,210.0
4623,Koramangala,2,1900.0,2.0,1.0,200.0
4625,Koramangala,3,2292.0,3.0,2.0,286.0
4626,Koramangala,3,2300.0,3.0,3.0,290.0
4629,Koramangala,4,2503.0,6.0,2.0,325.0
4631,Koramangala,2,1320.0,2.0,1.0,150.0
4632,Koramangala,2,1320.0,2.0,2.0,110.0
4633,Koramangala,4,5985.0,4.0,2.0,775.0
4634,Koramangala,4,2461.0,6.0,2.0,353.0
4636,Koramangala,3,2246.0,3.0,0.0,300.0
4639,Koramangala,2,1083.0,2.0,1.0,100.0
4640,Koramangala,3,1744.0,3.0,1.0,200.0
4641,Koramangala,2,1180.0,2.0,1.0,128.0
4642,Koramangala,2,1320.0,2.0,1.0,160.0
4643,Koramangala,2,1370.0,2.0,2.0,125.0
4644,Koramangala,2,1100.0,2.0,2.0,85.0
4645,Koramangala,2,1249.0,2.0,1.0,165.0
4646,Koramangala,2,1200.0,2.0,2.0,100.0
4648,Koramangala,3,2223.0,3.0,2.0,300.0
4649,Koramangala,3,1744.0,4.0,1.0,210.0
4650,Koramangala,3,1866.0,4.0,2.0,245.0
4651,Koramangala,2,1320.0,2.0,1.0,160.0
4652,Koramangala,2,1350.0,2.0,2.0,103.0
4653,Koramangala,4,6000.0,4.0,0.0,625.0
4655,Koramangala,2,1320.0,2.0,1.0,160.0
4656,Koramangala,3,1710.0,3.0,2.0,210.0
4657,Koramangala,2,1355.0,2.0,2.0,95.0
4658,Koramangala,3,1600.0,3.0,1.0,170.0
4659,Koramangala,2,1260.0,2.0,1.0,100.0
4662,Kothannur,2,1206.0,2.0,1.0,48.23
4664,Kothannur,2,1100.0,2.0,2.0,40.0
4665,Kothannur,2,1197.0,2.0,1.0,47.88
4666,Kothannur,2,1197.0,2.0,1.0,47.8
4667,Kothannur,2,1070.0,2.0,1.0,42.79
4670,Kothannur,2,1070.0,2.0,2.0,38.6
4671,Kothannur,3,1485.0,2.0,2.0,59.4
4672,Kothannur,3,1215.0,2.0,3.0,48.6
4673,Kothannur,3,1404.0,2.0,1.0,56.15
4674,Kothanur,2,1200.0,2.0,1.0,51.0
4675,Kothanur,3,2400.0,2.0,1.0,150.0
4676,Kothanur,3,1828.0,3.0,1.0,110.0
4677,Kothanur,2,1186.0,2.0,2.0,58.0
4679,Kothanur,3,1847.0,3.0,2.0,105.0
4681,Kothanur,5,9600.0,5.0,2.0,550.0
4682,Kothanur,3,1435.0,3.0,3.0,70.0
4683,Kothanur,2,1187.0,2.0,2.0,58.0
4684,Kothanur,3,1847.0,3.0,2.0,110.0
4685,Kothanur,3,1460.0,3.0,3.0,71.0
4686,Kothanur,2,1185.0,2.0,2.0,59.0
4687,Kothanur,3,1436.0,3.0,3.0,70.0
4688,Kothanur,3,1462.0,3.0,3.0,71.0
4689,Kothanur,3,1790.0,3.0,2.0,105.0
4691,Kothanur,2,1070.0,2.0,1.0,45.5
4693,Kothanur,2,1145.0,2.0,2.0,56.0
4694,Kothanur,4,3401.0,5.0,2.0,230.0
4695,Kothanur,2,1455.0,2.0,2.0,69.0
4696,Kothanur,1,627.0,1.0,1.0,30.0
4697,Kothanur,2,1302.0,2.0,1.0,68.5
4698,Kothanur,3,1760.0,3.0,1.0,111.0
4699,Kothanur,2,1185.0,2.0,2.0,58.0
4700,Kothanur,1,1500.0,1.0,0.0,75.0
4701,Kothanur,2,1075.0,2.0,2.0,53.0
4702,Kothanur,3,1790.0,3.0,0.0,97.0
